tid;tdate;tname;ttext;ttype;trep;tfav;tstcount;tfol;tfrien;listcount;noname
"408921785950687232";"1386329525";"GennadiPoljakov";"@ABeduin @MisterPetrov57  Думаю учёные  не могут понять, куда его мужчинам нацепить. У дам все предельно ясно )";"1";"0";"0";"0";"8621";"8008";"8230";"213"
"408921786252673024";"1386329525";"_planet_MARS";"@Keeps_Kalm не просто у меня индекс из 6 цифр,а ты написала из 5 :)или в Украине индекс из 5 цифр?:Dя просто не знаю)";"1";"0";"0";"0";"1395";"96";"21";"0"
"408921833338314752";"1386329537";"PBarteneva";"RT @chlenschmidta: @PBarteneva вызывают винчестеры кроули,а появляется шерлок:D
ту-ту-туууууууу:D";"1";"0";"1";"0";"4611";"458";"495";"1"
"408921834273644544";"1386329537";"UnicornLouie";"RT @stay333strong: @UnicornLouie аввв:*спасибо,родная:*";"1";"0";"1";"0";"8970";"392";"358";"5"
"408921835682947072";"1386329537";"fefilova_lili";"Q: Хватит обижаться)
я ведь скучаю)  A: http://t.co/R7C4iwM40L";"1";"0";"0";"0";"21";"5";"79";"0"
"408921835771002880";"1386329537";"sunjest";"@Essie_august близко к правде. А не с эльфами ли? Ну это так, просто мысль.:)";"1";"0";"0";"0";"2374";"57";"54";"0"
"408921878645207040";"1386329547";"zluqbpendl";"А знаете почему у вас нету подарка на новый год?) Потому что вы не послали смс с кодом на номер деда мороза:) #TEAMFOLLOWBACK";"1";"0";"0";"0";"20007";"453";"38";"0"
"408921879815020544";"1386329548";"opuxopudi";"На то тебе и нюх, чтобы выбрать, какой дорогой идти. .. ^_^ /../ #AutoFollowBack";"1";"0";"0";"0";"128656";"9755";"9698";"13"
"408921881132011520";"1386329548";"esyjiqa";"Он вытащил троих ребят из своего подразделения посреди перестрелки. ::-) #FF #FOLLOW";"1";"0";"0";"0";"118301";"9229";"9112";"11"
"408921881673097216";"1386329548";"VIP164rus";"Ну пиздец денек...Генератор дал о себе знать. Спасибо друзьям- выручили)";"1";"0";"0";"0";"387";"19";"21";"0"
"408921883279892480";"1386329549";"_Summerhalder_";"@DmitrichukEgor может тебе нра длинные распущенные волосы)";"1";"0";"0";"0";"47486";"881";"651";"33"
"408921883417919488";"1386329549";"krista74shylga";"Люблю когда дома никого нет,можно слушать музыку на всю)";"1";"0";"0";"0";"1713";"289";"305";"1"
"408921910811303936";"1386329555";"Kraysman_";"А почему, собственно говоря, плесень?) — это долгая и очень странная история:D http://t.co/z2h6eIWVMI";"1";"0";"0";"0";"9778";"359";"344";"6"
"408921912023478272";"1386329555";"Ryabb1";"Первый зачеееет!! Моему счастью нет предела :-) http://t.co/2byrDjAk1r";"1";"0";"0";"0";"7171";"59";"19";"0"
"408921912304480256";"1386329555";"AlinaCubbins";"RT @polina33546: @TylerRasen @AlinaCubbins с днём рождения)";"1";"0";"1";"0";"5605";"61";"24";"0"
"408921913533407232";"1386329556";"suhikafolyhir";"RT @fiducia_moulin: Ураааа научился писать на клаве закрытыми глазами)))";"1";"0";"2";"0";"444";"153";"167";"0"
"408921937931300864";"1386329562";"NASTYA271012";"Боже,Светлана Владимировна,как же с вами классно:)
Просто обо всем можно поболтать и посмеяться. 
Я вас люблю:**";"1";"0";"0";"0";"591";"32";"20";"0"
"408921938254233601";"1386329562";"Safina_Kate";"Даже чутка испугалась, когда ща на остановке увидела НЕГРА !;)
негр в сидоровке - теперь я видела всё, ахах";"1";"0";"0";"0";"303";"13";"7";"0"
"408921941202833408";"1386329562";"Hulan_Nana";"RT @NoxBrand: 4 хелтэй чихгуй ямар амьтан бэ?
Майк Тайсоны нохой гэнээ :-)))";"1";"0";"1";"0";"26475";"3409";"1650";"5"
"408921941215420416";"1386329562";"WhitleyCapture";"Уже какой день не могу от телека оторваться))))Универ смотрю...";"1";"0";"0";"0";"27";"4";"47";"0"
"408922012552146944";"1386329579";"SevdaWwww";"Сегодня было весело :D О эти цыганские песни и танцы :D";"1";"0";"0";"0";"1830";"78";"69";"0"
"408922012913246208";"1386329579";"kate_obj";"RT @lida_demi12: @kukyaeva @kate_obj обожаю little mix и Деми)";"1";"0";"2";"0";"4259";"240";"374";"4"
"408922013193875456";"1386329580";"arthur_bolokhov";"К стати) Вечером будет понятно - насколько я везучий сукин сын))";"1";"0";"0";"0";"65";"0";"0";"0"
"408922013273579520";"1386329580";"Artuhanchik";"@AloshaPopko спасибо мен)
если сдохну то ты первый получишь приглашение на праздничный похорон)";"1";"0";"0";"0";"273";"14";"12";"0"
"408922048375693312";"1386329588";"keks_nastyusha";"Прогуляли с Дашей английский, мне стыдно, но это было весело:D";"1";"0";"0";"0";"448";"19";"9";"0"
"408922049210765312";"1386329588";"mimilol69";"RT @invok33r: @daniktwittacom @mimilol69 @pokazanchik0 @gnoomik да не за что;)";"1";"0";"1";"0";"12405";"668";"138";"2"
"408922051026890753";"1386329589";"Fairy_Faily";"@Badou_N нет, говорю же)) дела тут кое-какие имеются. Мамепапе помогаю";"1";"0";"0";"0";"4039";"90";"34";"0"
"408922093976174592";"1386329599";"katusha69";"РЕБЯТА, ТЕПЕРЬ У МЕНЯ ЕСТЬ МАШИНА :D http://t.co/mntCGTFt5m";"1";"0";"0";"0";"3555";"282";"36";"3"
"408922094265577472";"1386329599";"demina_k";"Ахах:) 
Хоть ты такой маленький для меня,с тобой всё равно,так весело играть в снежки^^
Как мы смеялиись:D
Обожаю тебя, мои сладкий Кирюша:*";"1";"0";"0";"0";"173";"17";"20";"0"
"408922095578796032";"1386329599";"YuliaBulatova";"Обожаю водителей 27т, и быстро и по дворам без пробок))";"1";"0";"0";"0";"2134";"59";"47";"0"
"408922096425652224";"1386329599";"er_dene";"RT @b_lutaa: 3D зураг... хүмүүс гайхамшигтай сэтгэх юмаа :)) http://t.co/pTCGQra2y2";"1";"0";"1";"0";"17427";"931";"333";"2"
"408922137513050112";"1386329609";"Voolfrud";"RT @Hearthstone_ru: Ключики раздали, но это еще не все! Часа через полтора начнем новую игру, готовьтесь :) #ВсемHearthstone o/";"1";"0";"26";"0";"74";"4";"34";"0"
"408922138411020288";"1386329609";"_Summerhalder_";"@GrandiSognatore лежу) реально сил нет что-либо делать) а ты?)";"1";"0";"0";"0";"47487";"881";"651";"33"
"408922138608148480";"1386329609";"rohydiryvo";"И это не попугай, а дятел. Он постоянно долбит клювом всё, что ему попадается, когда чирикает )";"1";"0";"0";"0";"23";"36";"30";"0"
"408922139212124160";"1386329610";"nataliya_gretsc";"RT @xstos1920: Потом идет и толкает Бубочку и она пряма возле наших ног вольется на дороге))))Лежит смеется и мы умираем со смеху)хаххххххх…";"1";"0";"1";"0";"122";"17";"21";"0"
"408922140084551680";"1386329610";"Soloveeeeeey";"Ахаха, дааа, день сегодня отличный, ждем завтрашнего, чтобы поехать на каток) http://t.co/JciPWSpZo6";"1";"0";"0";"0";"337";"11";"11";"0"
"408922140386156544";"1386329610";"Your_Novocaine";"@IrkKilljo Азаза :D
У меня на самом деле просто сдвиг на таких глазах :D
Везет же с:";"1";"0";"0";"0";"17740";"436";"357";"5"
"408922140520747008";"1386329610";"xogelolyna";"Свежий воздух и вода не помогут никогда... Только СЕКС и онанизм УКРЕПЛЯЮТ ОРГАНИЗМ )))";"1";"0";"0";"0";"280";"11";"74";"0"
"408922175626674177";"1386329618";"yuki_no_hono";"@KrilovaValeria ааа, понял) ну, я пока ни то, ни то читать не хочу, опять же, не хочу разочаровываться в аниме.";"1";"0";"0";"0";"26934";"132";"106";"6"
"408922178352996352";"1386329619";"echelon_ushko27";"@Lera_Echelon хах,ну нихуясипе :D
мы кароч выложим проду,где-то завтра или вообще послезавтра,ибо ее еще блять нет,а ведь регать надо еще :с";"1";"0";"0";"0";"9538";"558";"474";"1"
"408922178986717184";"1386329619";"ms_silena";"@kuraga_petrovna ох как все сложно))) мне нравится,когда у мальчиков неправильный прикус)))";"1";"0";"0";"0";"966";"40";"52";"1"
"408922179686768640";"1386329619";"Virdgjinia";"а почему бы и не в ванной :D
#mtvstars 30 Seconds To Mars http://t.co/8pXtrQjwIq";"1";"0";"0";"0";"1360";"42";"78";"0"
"408922180529836032";"1386329619";"SevdaWwww";"Сегодня было весело :D О эти цыганские песни и танцы :D";"1";"0";"0";"0";"1830";"78";"69";"0"
"408922180614119424";"1386329619";"waruzyfutyfy";"RT @vovawicagoqu: кто-то меня утром кажется прибьет... :D";"1";"0";"1";"0";"276";"99";"86";"0"
"408922181897572352";"1386329620";"VDmukh";"@Pony_eee в моем случае человек далёк от всяких скайпов, агентов, вконтактов и т.д. ) поэтому звонки и смс)";"1";"0";"0";"0";"9557";"108";"241";"8"
"408922219235258368";"1386329629";"blueberry_mari";"@ar_bleiz зато теперь мне не захочется больше повторять этот опыт)";"1";"0";"0";"0";"8899";"228";"112";"3"
"408922222859149312";"1386329630";"Hentsis";"RT @ibtwbaby: @Hentsis @AnyaTrick подружки не разлей вода))";"1";"0";"1";"0";"14985";"1076";"160";"0"
"408922223286566912";"1386329630";"Olga280694";"забрали с Натусиком сегодня нашу посылочку))) http://t.co/S9DVHI7H0Y";"1";"0";"0";"0";"425";"9";"5";"0"
"408922223882539008";"1386329630";"shhadzhi";"@fc_anji надо верить и надеяться)). Рим так то не за 1 день построили;)";"1";"0";"0";"0";"2";"1";"6";"0"
"408922232505634816";"1386329632";"ShadedDaylight";"@nastyyuusha28 тебя не бесит,когда тебя называют ""кононенкА"" или ""кононенкина"" ? :D";"1";"0";"0";"0";"3128";"60";"105";"0"
"408922233097039872";"1386329632";"Grishkova_";"а, какая мощная  играаа!:)
6-ая молодец!!:) Порадовали очень)))))";"1";"0";"0";"0";"455";"43";"33";"0"
"408922233571405824";"1386329632";"CatinaTat";"@kfm936 Оч обидно, Оч достойный Человек, по своей порядочности выше многих, кто занимает высокое положение)))";"1";"0";"0";"0";"1143";"150";"190";"0"
"408922234435424256";"1386329632";"qapiwizej";"ДОБРОЕ УТРО, ЖУЙК! у меня отличное настроение, чего и вам желаю :)";"1";"0";"0";"0";"151";"79";"77";"0"
"408922234573819904";"1386329632";"Narin1988";"Мозги есть у всех, просто не все разобрались с инструкцией)";"1";"0";"0";"0";"37177";"18280";"15576";"279"
"408922235210964992";"1386329632";"TayaSchmidt";"@keniana1 @soski_schmidt @Vall_Schmidt ага:D а ты куда собралась так ехать?:D";"1";"0";"0";"0";"27747";"627";"536";"17"
"408922237350465536";"1386329633";"daniktwittacom";"RT @invok33r: @daniktwittacom @mimilol69 @pokazanchik0 @gnoomik да не за что;)";"1";"0";"2";"0";"18623";"518";"107";"4"
"408922304127569921";"1386329649";"AlexSlifcin";"Подборка комиксов и карикатур :) http://t.co/n10hmXFPKd с помощью @feedly";"1";"0";"0";"0";"4012";"45";"43";"0"
"408922304580947968";"1386329649";"sMentat";"@Di_irina да еще и в коже! Явно интересный вечер намечается :-)";"1";"0";"0";"0";"22368";"423";"299";"7"
"408922304668651520";"1386329649";"Velkozar";":)) RT @FoolsNobodys дуэт ""Не пара"" http://t.co/nV0p44hRcM";"1";"0";"0";"0";"25029";"784";"555";"10"
"408922305192923136";"1386329649";"AlejandroAmirov";"@Nechaevaaaa Какая прелесть) Можешь сделать еще фото себя в чешках? Пожалуйста пожалуйста)) Я буду твоим самым верным читателем навеки))";"1";"0";"0";"0";"1235";"5";"3";"0"
"408922305340141568";"1386329649";"wharfpergafestm";"@phagenarater Нет, это «Для Android» для Андроида. Чувствуй разницу, чувак.;)";"1";"0";"0";"0";"131";"101";"392";"0"
"408922305520095232";"1386329649";"Astapovich_LV";"@liza_happiness смешно) а самое, что интересное, предмет называется ""Наука и Технологии"" ))";"1";"0";"0";"0";"14249";"119";"69";"0"
"408922305767546880";"1386329649";"_shubert";"@spartak_hc аж 2 баннера с Кемерово)) один еще с новым убогим беременным ромбом. мдааа...";"1";"0";"0";"0";"683";"56";"120";"0"
"408922306996887553";"1386329650";"BrownSurry";"RT @FuucckThisWorld: @BrownSurry одаааа
только вот денег нет  :сс
я  б все там нахрен скупил
:D";"1";"0";"1";"0";"1451";"184";"146";"0"
"408922308422926336";"1386329650";"fabizylirad";"RT @mihocyjugab: @Smile225 хотя третий довольно-таки неплох. Печаль. Можешь посмотреть прохождение её, если хочешь)";"1";"0";"1";"0";"949";"20";"13";"0"
"408922308519002112";"1386329650";"AK_ECHELON";"""::::::------)))))))"" - айер шмайер 
#ФразыВеликихЛюдей
Я под столом:D";"1";"0";"0";"0";"16476";"424";"291";"6"
"408922347996200960";"1386329659";"Fedyfrost";"Извиняюсь за то , что замолчал , вспомнил , что сочинение по русскому нужно писать )";"1";"0";"0";"0";"69";"3";"6";"0"
"408922348646330368";"1386329659";"Alma_do_Deserto";"Какой будет эта зима? — Понятия не имею, самой интересно) http://t.co/WMMhf6cTnc";"1";"0";"0";"0";"15562";"116";"31";"3"
"408922349028012032";"1386329660";"NO98zima";"Какие традиции в твоей семье? — є пару )) http://t.co/HA4nFSd5tV";"1";"0";"0";"0";"10";"7";"74";"0"
"408922349522927616";"1386329660";"awd_ua";"@mosieenko та я не иду, я тут должна быть до конца)";"1";"0";"0";"0";"5470";"264";"190";"3"
"408922350118137857";"1386329660";"TAS_insurance";"Крымская РД. Восток - дело тонкое:)) http://t.co/FKTMIp4Sha";"1";"0";"0";"0";"623";"416";"555";"4"
"408922394116780032";"1386329670";"zofaligaxak";"Я жила тобой, мечтала тобой, любила тобой, ела тобой, пила тобой, какала тобой... :D";"1";"0";"0";"0";"408";"167";"146";"0"
"408922394699776000";"1386329670";"tanuhabusinka";"Мужчины - с праздником Вас) защищайте не только Украину,но и нас,прекрасных девушек ))))) http://t.co/BCFGKftahK";"1";"0";"0";"0";"2291";"45";"323";"1"
"408922395009757185";"1386329671";"Angelisha12345";"спасибо за понимание, и то что некоторые удалили фотки тоже спасибо))";"1";"0";"0";"0";"285";"30";"48";"0"
"408922395584389120";"1386329671";"AChikilev";"Для тех кто интересовался творчеством А.Градского.
Киря - спешил фор ю, йопть :) http://t.co/hRiECqvLSg";"1";"0";"0";"0";"583";"13";"45";"0"
"408922396306190336";"1386329671";"Dasha_kit";"@BogusonovaMV :* окай, там на сайте сказали смысла нет смотреть, левая инфа";"1";"0";"0";"0";"1445";"50";"56";"1"
"408922396608180224";"1386329671";"mini_karini_";"RT @horoshayaaa: Мы с Кариной решили,что это всё не алё))";"1";"0";"1";"0";"639";"29";"15";"0"
"408922397002465280";"1386329671";"happyonsky";"@futuharirama да, вот поэтому я и отчислился с курсов на диплом технического переводчика)";"1";"0";"0";"0";"3637";"78";"46";"2"
"408922397882851329";"1386329671";"Anya_Tarasova_";"Мамулик любит радовать меня вкусняшками:)))*** http://t.co/5QeOssCgf7";"1";"0";"0";"0";"835";"63";"38";"0"
"408922432485863425";"1386329679";"ADEL_ika";"@alinabakirova @Azaliya_99 да,ладно) нам такое добро не нужно) ахахах";"1";"0";"0";"0";"1300";"122";"90";"1"
"408922434163978240";"1386329680";"Alex_Shvarz";"@Vitaliy_Ivanov @svetlojar ведут себя как обычные бесноватые :)";"1";"0";"0";"0";"139432";"6084";"195";"157"
"408922435074158592";"1386329680";"popkovich_alina";"В одноклассниках мне можно сделать один бесплатный подарок:)И я его сделаю завтра бабушке...У нее завтра днюшка:* http://t.co/jRJFr1Vtmd";"1";"0";"0";"0";"3519";"71";"207";"0"
"408922436202401792";"1386329680";"jenya18e";"Какие снежные хлопья за окном. Бел лит. Такая атмосфера) а у меня в голове любима Песня *_*";"1";"0";"0";"0";"501";"26";"24";"0"
"408922436357586944";"1386329680";"GOTIMUS";"""@Arsyha777: @GOTIMUS если я правильно понял, то у нас Юрий глава!?"" #ВРИО но думаю после НГ утвердят #ТакВижу ))";"1";"0";"0";"0";"16210";"584";"513";"13"
"408922474462445568";"1386329689";"Batuka_UB";"Уруу татагчихгаад байна уу татааруудад :) “@GandanStyle: Төвлөр, төвлөр, төвлөр.
Маргааш чухал ажилтай байж...”";"1";"0";"0";"0";"2437";"315";"371";"0"
"408922474508603395";"1386329690";"bakai6";"RT @Boroo1010: Авгайгаа ажил тарахаар нь тосч авдаг хүн болсон утаанд төөрөөд өөр бүсгүйтэй учраад хүргэж өглөө гэж...:))";"1";"0";"1";"0";"1862";"1016";"2001";"0"
"408922474630242304";"1386329690";"OxanaShestakova";"Еще желающие на должность главы Мегиона есть? Первый - @lobov_a уже вызвался :)";"1";"0";"0";"0";"17624";"1195";"1196";"31"
"408922475121373185";"1386329690";"zujahywegiga";"RT @laculovitap: Я знаю пароль, я вижу ананас... я верю что еноты придут спасать нас)) http://t.co/Ipi5q8pHXx";"1";"0";"2";"0";"228";"61";"60";"0"
"408922475666616320";"1386329690";"m_roxie";"яблоки, полить сметаной и посыпать какао - вы по другому взглянете на тот мир)";"1";"0";"0";"0";"3704";"154";"49";"1"
"408922476727779328";"1386329690";"Podventsss";"У тебя просто великолепная 5-ая точка!))) — Я возражаю http://t.co/ZhocHkwDVj";"1";"0";"0";"0";"1525";"40";"29";"0"
"408922477473964032";"1386329690";"_insulation_";"Мальчики, на заметку: когда вы сплетничаете о девочке, лучше посмотрите сначала по сторонам, она может просто стоять рядом)";"1";"0";"0";"0";"4083";"37";"21";"0"
"408922477692067841";"1386329690";"leps_nastya";"Какая честь,я пздц как счастлива! ахаха)а ты так и остался на 7,и я поняла почему,просто ты меня удалил и теперь стал 7:D";"1";"0";"0";"0";"555";"25";"13";"1"
"408922514644295680";"1386329699";"PatriciaFumee";"@JennyRubanova видела твоего брата сегодня случайно, ехали с ним в 43 тралике))";"1";"0";"0";"0";"557";"14";"15";"0"
"408922514920718336";"1386329699";"TemaTixonow";"@vikascheglova азахаха. ЛОООХХ. А я тебе не отдал распечатку) Лооохх) А во сколько вальс у вас завтра?";"1";"0";"0";"0";"763";"20";"24";"0"
"408922515923161088";"1386329699";"maxwolker";"@follow2Rin до штанги и гантелей добрался, ну...и да - наверное весна :D";"1";"0";"0";"0";"951";"60";"79";"0"
"408922516531728385";"1386329700";"kulik2751";"Еду домой с Яном, вспомнили детский садик и школу.Насмеялись)";"1";"0";"0";"0";"131";"7";"9";"0"
"408922516887842816";"1386329700";"Krutorogov";"@Yulia_Ostapchyk ну, уж, простите, конкретнее ничего сказать не могу:)";"1";"0";"0";"0";"760";"231";"65";"3"
"408922564367360000";"1386329711";"makarovvvvvva";"- А чо за фильм с Робертом Патинсоном ? 
- Милый друг
- А у него милый друг ? :D
- О да , милейший :D";"1";"0";"0";"0";"4740";"25";"17";"0"
"408922564833325056";"1386329711";"Mariya_leushina";"Мы заи:* #няшки #милости #милашки :) :* http://t.co/84HfeUdQQL";"1";"0";"0";"0";"310";"27";"205";"0"
"408922567685443584";"1386329712";"UlanMyrzabekovu";"Когда сдашь проект , чувство будто камень с души упал))";"1";"0";"0";"0";"13";"4";"29";"0"
"408922602946568192";"1386329720";"Dr_Alice_Woods";"@Castleeeeee Сейчас с бывшим мужем в ресторанчик поедем :) Хоть пожру ХД";"1";"0";"0";"0";"24116";"559";"524";"11"
"408922603261530112";"1386329720";"outstanding28";"Такие нарядные все были:))
Я даже глаза накрасила;)";"1";"0";"0";"0";"6577";"22";"29";"0"
"408922603576111104";"1386329720";"olegkozyrev";"Ехали на встречу в банк, @misterprovizion решил сэкономить на проезде и прошел за мной в метро. В итоге 1000 рублей штрафа :)";"1";"0";"0";"0";"810";"420";"50";"13"
"408922605156986880";"1386329721";"MarishaBruilo";"в Белоозерске наконец официальный первый снег) http://t.co/0gkvQWDqqb";"1";"0";"0";"0";"468";"12";"7";"0"
"408922605388050432";"1386329721";"Bazhaeva_sasha";"RT @kir13_bast: Саша,саша залайкала мне все фотки ))";"1";"0";"1";"0";"9251";"1055";"417";"7"
"408922605467729920";"1386329721";"ann_safina";"@Shumkova0406199 ихихих, мне его жалко, я придумаю что-нибудь изящное :DD";"1";"0";"0";"0";"4194";"303";"244";"1"
"408922606440443904";"1386329721";"niechunaieval";"@KulikovaEliza Ахахахаха,капец просто))Пришло же это кому-то в голову))";"1";"0";"0";"0";"8328";"57";"48";"0"
"408922648278622208";"1386329731";"RegoRegina";"@babayan_m такие цитаты пишешь,что я уже устала делать ретвиты))";"1";"0";"0";"0";"180";"11";"9";"0"
"408922649058742272";"1386329731";"zvenigorodov";"бляяяяя )))) нашел телку с которой потерял девственность )))) 
аааа ))))
такая выдра";"1";"0";"0";"0";"25611";"339";"303";"5"
"408922651277541377";"1386329732";"LittleAlarmist";"@Hent_epta @Chikhanov но не в случае с юлей, если ты понимаешь о чем я))) у нее как бы это ... ну не то...";"1";"0";"0";"0";"373";"16";"10";"0"
"408922652821434368";"1386329732";"NikitaAnisimov_";"@SavichDiana ну что нибудь более ритмичное, подвижное)";"1";"0";"0";"0";"414";"39";"30";"0"
"408922693741060096";"1386329742";"mafi_Alice";"Такая искренняя радость) они заслужили эту победу)))";"1";"0";"0";"0";"4359";"64";"101";"1"
"408922694642434048";"1386329742";"nediqum";"Каюта капитана должна быть там. О-) #TEAMFOLLOWBACK";"1";"0";"0";"0";"131972";"13264";"13297";"14"
"408922695016124416";"1386329742";"Tweetnyash";"RT @_Pizanskaya: не стоит отчаянно бить себя в грудь, доказывая что ""вам похуй"" ) если вам действительно похуй, то вы никак не отреагируете…";"1";"0";"5";"0";"1446";"34";"84";"0"
"408922696991666176";"1386329743";"Eldahaa";"@sultankaa нас с истории выкинули тогда, ну мы и пошли в библиотеку дальше болтать))";"1";"0";"0";"0";"4335";"57";"60";"0"
"408922697154842626";"1386329743";"Mr_Kirpister";"У меня такое прекрасное настроение, что сама шучу - сама смеюсь, и, чуть ли не плачу от смеха.:D";"1";"0";"0";"0";"7720";"107";"56";"0"
"408922697263898624";"1386329743";"tislizka";"к каникулам так подстригусь:) http://t.co/cHIUlMXEj2";"1";"0";"0";"0";"23826";"251";"86";"0"
"408922745339412480";"1386329754";"Sqrt2002";"@vz10 надо было видео сделать.:) а почему так трудно было?";"1";"0";"0";"0";"25";"0";"1";"0"
"408922747184893952";"1386329755";"Kalya_Mars";"уже пол часа болтаем в скайпе с Вдовенко. увлекаааательно. надо сурика присоеденить)))))";"1";"0";"0";"0";"17602";"608";"366";"7"
"408922747453321216";"1386329755";"Davidienko97";"Какой будет эта зима? — неповторимой) http://t.co/tJaOAiMVrO";"1";"0";"0";"0";"47";"9";"13";"0"
"408922797055172608";"1386329766";"lipiwaducicu";"получил копию свидетельства о сдаче обучения вождения, которое я прошел 4 года назад. всё таки решился сдавать на права)";"1";"0";"0";"0";"292";"98";"94";"0"
"408922797671718912";"1386329767";"hiwasynizyki";"RT @wunajixideh: че хромаешь? глаз болит? иди к зубному, подстригись) http://t.co/IpMfCetc7e";"1";"0";"4";"0";"275";"110";"100";"0"
"408922797701087232";"1386329767";"IlyaShebanoff_";"Экология с музыкой! Как много я слышал о ней, но попробовал только сегодня)";"1";"0";"0";"0";"1985";"33";"65";"0"
"408922798267305984";"1386329767";"mellrow";"""@alexeevna_ru: @mellrow и тут я поняла, что я сквидвард"" а я спанч боб:D";"1";"0";"0";"0";"22524";"305";"112";"2"
"408922798279901184";"1386329767";"Pacefaust";"RT @Mariya_dor: Хочу себе такую же фотосессию в Питере!! ))))))))))) http://t.co/vvSmeuFaFF";"1";"0";"1";"0";"86";"48";"26";"0"
"408922837865725954";"1386329776";"Igorvm777";"@alduckz ни фига себе:) я с этой командировкой и не знал, что сегодня пятница...";"1";"0";"0";"0";"11062";"464";"103";"7"
"408922838259601408";"1386329776";"TayaSchmidt";"@keniana1 @soski_schmidt @Vall_Schmidt точно:D я же не знала, что ты банк грабить собралась для этого:D";"1";"0";"0";"0";"27754";"627";"536";"17"
"408922842365849601";"1386329777";"GOTIMUS";"@AndreyAlenkuts кто это очаровашко @drysyaRF что аж интервью раздоет...?))";"1";"0";"0";"0";"16211";"584";"513";"13"
"408922842529812480";"1386329777";"jyqabuxizax";"RT @tibujudaguw: Да, прожекторперисхилтон идеален, чтобы его слушать, а не смотреть. Эдакое юмор эф эм ))";"1";"0";"1";"0";"262";"87";"86";"0"
"408922900293763072";"1386329791";"Gluhdovna";"@titoffa я его на столе просто забыла.)) вот аккурат после мысли ""планшет в сумку, телефон в карман"".)) хорошо еще планшет не пролюбила!)";"1";"0";"0";"0";"2291";"97";"20";"10"
"408922900364664832";"1386329791";"ElizaVeta_1104";"пробные экзамены 10, а не 17,меня ещё никто так не наёбывал:D";"1";"0";"0";"0";"2";"2";"2";"0"
"408922900842815488";"1386329791";"Olga_Gelgorn";"@Glushkova99 да всем пох:D Товаааааарищи она дурындаааа";"1";"0";"0";"0";"2017";"43";"19";"0"
"408922902835118080";"1386329792";"StavitskiyMaxim";"@VDmukh а есть мод по составам на текущий год хотя бы?))";"1";"0";"0";"0";"6832";"206";"194";"5"
"408922939422425088";"1386329800";"pysimakc";"Хиии, планы как всегда изменились ,остаться дома не получится ;)";"1";"0";"0";"0";"439";"24";"26";"0"
"408922940055367680";"1386329800";"xstos1920";"Пожарила мяско с зеленью и сыром)))мм)сейчас буду кушать**приятного мне аппетита***";"1";"0";"0";"0";"259";"15";"24";"0"
"408922941674774528";"1386329801";"Zaytseva_Vikuly";"@KristinaDilkaas @Krasilnikov35 да у него норм фамилия:*";"1";"0";"0";"0";"7643";"119";"81";"0"
"408922941812781056";"1386329801";"NadiShpagina";"Вот в таком гриме была моя съемка))И все-таки блонд не мое))) http://t.co/ht95svz2YC";"1";"0";"0";"0";"4840";"141";"50";"5"
"408922942056456192";"1386329801";"Love_Win12";"Дурацкая привычка привязываться к людям. Теперь везде вижу Его машину, сверяю номера. 
Дурында:)";"1";"0";"0";"0";"73";"8";"7";"0"
"408922943381843968";"1386329801";"akatynov";"А до Нового года осталось 25 дней:-) #праздник #новыйгод #шарики #елочка #ждем #new_year,… http://t.co/IUxqBk6TG6";"1";"0";"0";"0";"1050";"48";"142";"1"
"408922943440564224";"1386329801";"Sem_a_a_a_";"@Margosha_Boom Ну если у него жена Анджелина Джоли,тогда тогда еше ладно ,а так забей:)";"1";"0";"0";"0";"145";"8";"13";"1"
"408922979675152384";"1386329810";"AntonChurahin";"Тактика у меня конечно была тупая, но главное я теперь знаю что готов очень даже не плохо)";"1";"0";"0";"0";"966";"66";"68";"0"
"408922982942519297";"1386329811";"Lilya_Koritza";"@oxanasoldat, так просто. а я голову ломаю ""чем он тебе не угодил?"")))";"1";"0";"0";"0";"16004";"318";"106";"28"
"408923026752016384";"1386329821";"QweDiani";"@AnastasiyaSvet брат ,дай пять o/ ,ток я с 5 класса ахах Ксюхе,кстати,он тоже понравился:D";"1";"0";"0";"0";"4794";"215";"197";"1"
"408923027251154944";"1386329821";"LaloLaloProject";"Совсем скоро НАШ концерт!!! 10 декабря!""Бочка"" на Подоле! А Вы уже купили билет?!??:) http://t.co/pTrt4AmDFV";"1";"0";"0";"0";"90";"93";"428";"0"
"408923027745673216";"1386329821";"WWWNNRU";"@dmdav30 чую мы из одного места поговорочки берем. Предлагаю техническую ничью)))";"1";"0";"0";"0";"6250";"739";"276";"6"
"408923028677230592";"1386329822";"LukNevsk";"@schastlifchik , у каждого своё понятие о красоте и идеале. А у этих вообще своя атмосфера :D";"1";"0";"0";"0";"1723";"330";"247";"5"
"408923047199252480";"1386329826";"MaKoSmoKras";"@brok_e @_VikaKomarova_ все уже давно знают, что только два)";"1";"0";"0";"0";"783";"37";"34";"0"
"408923048306552832";"1386329826";"sexohazard";"Я вообще удивляюсь, как этот факел ещё не потух НАВСЕГДА!:)...";"1";"0";"0";"0";"20431";"1776";"1776";"4"
"408923048491102209";"1386329826";"keniana1";"@TayaSchmidt @soski_schmidt @Vall_Schmidt обстоятельства вынуждают:D";"1";"0";"0";"0";"12925";"471";"470";"7"
